W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] 
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] *****************************************
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] *****************************************
Using Flash Attention 3 (Hopper GPU detected)
wandb: Tracking run with wandb version 0.25.1
wandb: W&B syncing is set to `offline` in this directory. Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
wandb: Run data is saved locally in /mnt/vast/joey/slowrun/wandb/offline-run-20260417_145222-3ir5uxqg
--- Hyperparameters ---
  n_layer=16, n_embd=1024, n_head=8, head_dim=128
  seq_len=2048, window_pattern=SSSL
  total_batch_size=524288, device_batch_size=16
  block_loop_count=3
  matrix_lr=0.032, scalar_lr=0.2, embedding_lr=0.12, unembedding_lr=0.0008
  weight_decay=0.8, adam_betas=(0.8, 0.95)
  warmup_ratio=0.0, warmdown_ratio=0.6, final_lr_frac=0.0
  num_epochs=16, patience=-1
  dropout=0.1
-----------------------
Vocab size: 50,257
Padding vocab_size from 50257 to 50304
Parameters: 316,935,720 (transformer: 205,524,480, value_embeds: 8,388,608, lm_head: 51,511,296, other: 51,511,336)
FLOPs per token: 1.756259e+09
Batch size: 524,288 tokens, grad accum: 2 steps
Training for 16 epoch(s) (~3048 steps estimated)
Eval set: 10,000,000 tokens
Step 00000 | Val BPB: 3.517133 | Val Loss: 10.826475
step 00001 (0.03%) | loss: 10.826538 | dt: 33049.62ms | tok/sec: 15,863 | bf16_mfu: 0.35%
step 00002 (0.07%) | loss: 10.747199 | dt: 971.88ms | tok/sec: 539,459 | bf16_mfu: 11.97%
step 00003 (0.10%) | loss: 10.594832 | dt: 1108.70ms | tok/sec: 472,885 | bf16_mfu: 10.50%
step 02330 (76.44%) | loss: 3.222216 | dt: 694.85ms | tok/sec: 754,532 | bf16_mfu: 16.75% | eta: 8.4m
step 02331 (76.48%) | loss: 3.227943 | dt: 701.47ms | tok/sec: 747,414 | bf16_mfu: 16.59% | eta: 8.3m
step 02332 (76.51%) | loss: 3.207239 | dt: 696.61ms | tok/sec: 752,626 | bf16_mfu: 16.71% | eta: 8.3m
step 02333 (76.54%) | loss: 3.223764 | dt: 696.52ms | tok/sec: 752,726 | bf16_mfu: 16.71% | eta: 8.3m
step 02334 (76.57%) | loss: 3.228966 | dt: 693.45ms | tok/sec: 756,053 | bf16_mfu: 16.78% | eta: 8.3m
step 02335 (76.61%) | loss: 3.224292 | dt: 695.16ms | tok/sec: 754,202 | bf16_mfu: 16.74% | eta: 8.3m
step 02336 (76.64%) | loss: 3.219606 | dt: 694.64ms | tok/sec: 754,764 | bf16_mfu: 16.75% | eta: 8.3m
step 02337 (76.67%) | loss: 3.227077 | dt: 701.72ms | tok/sec: 747,143 | bf16_mfu: 16.58% | eta: 8.3m
step 02338 (76.71%) | loss: 3.238715 | dt: 694.47ms | tok/sec: 754,948 | bf16_mfu: 16.76% | eta: 8.3m
step 02339 (76.74%) | loss: 3.242522 | dt: 696.29ms | tok/sec: 752,978 | bf16_mfu: 16.71% | eta: 8.3m
step 02340 (76.77%) | loss: 3.245564 | dt: 696.21ms | tok/sec: 753,057 | bf16_mfu: 16.72% | eta: 8.2m
step 02341 (76.80%) | loss: 3.237705 | dt: 698.42ms | tok/sec: 750,674 | bf16_mfu: 16.66% | eta: 8.2m
step 02342 (76.84%) | loss: 3.248520 | dt: 695.29ms | tok/sec: 754,051 | bf16_mfu: 16.74% | eta: 8.2m
step 02343 (76.87%) | loss: 3.248892 | dt: 696.81ms | tok/sec: 752,412 | bf16_mfu: 16.70% | eta: 8.2m
step 02344 (76.90%) | loss: 3.242386 | dt: 697.12ms | tok/sec: 752,081 | bf16_mfu: 16.69% | eta: 8.2m
step 02345 (76.94%) | loss: 3.239573 | dt: 696.18ms | tok/sec: 753,095 | bf16_mfu: 16.72% | eta: 8.2m
step 02346 (76.97%) | loss: 3.239331 | dt: 698.14ms | tok/sec: 750,976 | bf16_mfu: 16.67% | eta: 8.2m
step 02347 (77.00%) | loss: 3.235571 | dt: 696.33ms | tok/sec: 752,931 | bf16_mfu: 16.71% | eta: 8.2m
step 02348 (77.03%) | loss: 3.243368 | dt: 693.84ms | tok/sec: 755,637 | bf16_mfu: 16.77% | eta: 8.1m
step 02349 (77.07%) | loss: 3.235832 | dt: 692.86ms | tok/sec: 756,698 | bf16_mfu: 16.80% | eta: 8.1m
step 02350 (77.10%) | loss: 3.234126 | dt: 695.72ms | tok/sec: 753,589 | bf16_mfu: 16.73% | eta: 8.1m
step 02351 (77.13%) | loss: 3.232981 | dt: 697.25ms | tok/sec: 751,940 | bf16_mfu: 16.69% | eta: 8.1m
step 02352 (77.17%) | loss: 3.232456 | dt: 694.91ms | tok/sec: 754,473 | bf16_mfu: 16.75% | eta: 8.1m
step 02353 (77.20%) | loss: 3.239185 | dt: 692.13ms | tok/sec: 757,494 | bf16_mfu: 16.81% | eta: 8.1m
step 02354 (77.23%) | loss: 3.245145 | dt: 696.74ms | tok/sec: 752,492 | bf16_mfu: 16.70% | eta: 8.1m
step 02355 (77.26%) | loss: 3.259135 | dt: 695.44ms | tok/sec: 753,898 | bf16_mfu: 16.73% | eta: 8.1m
step 02356 (77.30%) | loss: 3.261253 | dt: 697.64ms | tok/sec: 751,518 | bf16_mfu: 16.68% | eta: 8.1m
step 02357 (77.33%) | loss: 3.271502 | dt: 698.88ms | tok/sec: 750,183 | bf16_mfu: 16.65% | eta: 8.0m
step 02358 (77.36%) | loss: 3.271859 | dt: 694.45ms | tok/sec: 754,965 | bf16_mfu: 16.76% | eta: 8.0m
step 02359 (77.40%) | loss: 3.287345 | dt: 696.90ms | tok/sec: 752,316 | bf16_mfu: 16.70% | eta: 8.0m
step 02360 (77.43%) | loss: 3.274441 | dt: 695.15ms | tok/sec: 754,209 | bf16_mfu: 16.74% | eta: 8.0m
step 02361 (77.46%) | loss: 3.260985 | dt: 699.32ms | tok/sec: 749,706 | bf16_mfu: 16.64% | eta: 8.0m
step 02362 (77.49%) | loss: 3.262131 | dt: 698.28ms | tok/sec: 750,832 | bf16_mfu: 16.67% | eta: 8.0m
step 02363 (77.53%) | loss: 3.251123 | dt: 695.86ms | tok/sec: 753,443 | bf16_mfu: 16.72% | eta: 8.0m
step 02364 (77.56%) | loss: 3.253962 | dt: 697.75ms | tok/sec: 751,393 | bf16_mfu: 16.68% | eta: 8.0m
step 02365 (77.59%) | loss: 3.246823 | dt: 697.00ms | tok/sec: 752,202 | bf16_mfu: 16.70% | eta: 7.9m
step 02366 (77.62%) | loss: 3.244549 | dt: 693.99ms | tok/sec: 755,472 | bf16_mfu: 16.77% | eta: 7.9m
step 02367 (77.66%) | loss: 3.233576 | dt: 697.15ms | tok/sec: 752,041 | bf16_mfu: 16.69% | eta: 7.9m
step 02368 (77.69%) | loss: 3.245501 | dt: 694.82ms | tok/sec: 754,571 | bf16_mfu: 16.75% | eta: 7.9m
step 02369 (77.72%) | loss: 3.270582 | dt: 695.77ms | tok/sec: 753,538 | bf16_mfu: 16.73% | eta: 7.9m
step 02370 (77.76%) | loss: 3.262566 | dt: 698.34ms | tok/sec: 750,758 | bf16_mfu: 16.66% | eta: 7.9m
step 02371 (77.79%) | loss: 3.262915 | dt: 698.49ms | tok/sec: 750,602 | bf16_mfu: 16.66% | eta: 7.9m
step 02372 (77.82%) | loss: 3.250993 | dt: 698.60ms | tok/sec: 750,480 | bf16_mfu: 16.66% | eta: 7.9m
step 02373 (77.85%) | loss: 3.239608 | dt: 696.72ms | tok/sec: 752,514 | bf16_mfu: 16.70% | eta: 7.9m
step 02374 (77.89%) | loss: 3.238703 | dt: 690.63ms | tok/sec: 759,140 | bf16_mfu: 16.85% | eta: 7.8m
step 02375 (77.92%) | loss: 3.233118 | dt: 696.97ms | tok/sec: 752,234 | bf16_mfu: 16.70% | eta: 7.8m
step 02376 (77.95%) | loss: 3.229210 | dt: 696.09ms | tok/sec: 753,186 | bf16_mfu: 16.72% | eta: 7.8m
step 02377 (77.99%) | loss: 3.238160 | dt: 698.22ms | tok/sec: 750,897 | bf16_mfu: 16.67% | eta: 7.8m
step 02378 (78.02%) | loss: 3.250547 | dt: 696.87ms | tok/sec: 752,351 | bf16_mfu: 16.70% | eta: 7.8m
step 02379 (78.05%) | loss: 3.261360 | dt: 696.45ms | tok/sec: 752,800 | bf16_mfu: 16.71% | eta: 7.8m
step 02380 (78.08%) | loss: 3.255111 | dt: 698.79ms | tok/sec: 750,282 | bf16_mfu: 16.65% | eta: 7.8m
step 02381 (78.12%) | loss: 3.260950 | dt: 693.39ms | tok/sec: 756,121 | bf16_mfu: 16.78% | eta: 7.8m
step 02382 (78.15%) | loss: 3.256253 | dt: 694.26ms | tok/sec: 755,171 | bf16_mfu: 16.76% | eta: 7.8m
step 02383 (78.18%) | loss: 3.231887 | dt: 697.36ms | tok/sec: 751,821 | bf16_mfu: 16.69% | eta: 7.7m
step 02384 (78.22%) | loss: 3.219172 | dt: 695.79ms | tok/sec: 753,518 | bf16_mfu: 16.73% | eta: 7.7m
step 02385 (78.25%) | loss: 3.222132 | dt: 697.15ms | tok/sec: 752,042 | bf16_mfu: 16.69% | eta: 7.7m
step 02386 (78.28%) | loss: 3.226550 | dt: 699.55ms | tok/sec: 749,469 | bf16_mfu: 16.64% | eta: 7.7m
step 02387 (78.31%) | loss: 3.223501 | dt: 697.06ms | tok/sec: 752,136 | bf16_mfu: 16.70% | eta: 7.7m
step 02388 (78.35%) | loss: 3.209335 | dt: 692.97ms | tok/sec: 756,577 | bf16_mfu: 16.79% | eta: 7.7m
step 02389 (78.38%) | loss: 3.211580 | dt: 694.18ms | tok/sec: 755,262 | bf16_mfu: 16.76% | eta: 7.7m
step 02390 (78.41%) | loss: 3.202684 | dt: 697.66ms | tok/sec: 751,495 | bf16_mfu: 16.68% | eta: 7.7m
step 02391 (78.44%) | loss: 3.209542 | dt: 699.55ms | tok/sec: 749,462 | bf16_mfu: 16.64% | eta: 7.6m
step 02392 (78.48%) | loss: 3.204013 | dt: 698.18ms | tok/sec: 750,937 | bf16_mfu: 16.67% | eta: 7.6m
step 02393 (78.51%) | loss: 3.212152 | dt: 697.46ms | tok/sec: 751,711 | bf16_mfu: 16.69% | eta: 7.6m
step 02394 (78.54%) | loss: 3.219086 | dt: 695.04ms | tok/sec: 754,323 | bf16_mfu: 16.74% | eta: 7.6m
step 02395 (78.58%) | loss: 3.214747 | dt: 692.17ms | tok/sec: 757,460 | bf16_mfu: 16.81% | eta: 7.6m
step 02396 (78.61%) | loss: 3.195342 | dt: 696.65ms | tok/sec: 752,580 | bf16_mfu: 16.71% | eta: 7.6m
step 02397 (78.64%) | loss: 3.197453 | dt: 696.40ms | tok/sec: 752,853 | bf16_mfu: 16.71% | eta: 7.6m
step 02398 (78.67%) | loss: 3.194423 | dt: 698.24ms | tok/sec: 750,876 | bf16_mfu: 16.67% | eta: 7.6m
step 02399 (78.71%) | loss: 3.196395 | dt: 694.57ms | tok/sec: 754,842 | bf16_mfu: 16.76% | eta: 7.6m
step 02400 (78.74%) | loss: 3.173616 | dt: 696.78ms | tok/sec: 752,441 | bf16_mfu: 16.70% | eta: 7.5m
step 02401 (78.77%) | loss: 3.183900 | dt: 697.22ms | tok/sec: 751,973 | bf16_mfu: 16.69% | eta: 7.5m
step 02402 (78.81%) | loss: 3.198820 | dt: 694.72ms | tok/sec: 754,680 | bf16_mfu: 16.75% | eta: 7.5m
step 02403 (78.84%) | loss: 3.193780 | dt: 697.69ms | tok/sec: 751,468 | bf16_mfu: 16.68% | eta: 7.5m
step 02404 (78.87%) | loss: 3.201706 | dt: 698.53ms | tok/sec: 750,557 | bf16_mfu: 16.66% | eta: 7.5m
step 02405 (78.90%) | loss: 3.204633 | dt: 699.05ms | tok/sec: 750,002 | bf16_mfu: 16.65% | eta: 7.5m
step 02406 (78.94%) | loss: 3.204445 | dt: 697.90ms | tok/sec: 751,232 | bf16_mfu: 16.68% | eta: 7.5m
step 02407 (78.97%) | loss: 3.199560 | dt: 691.57ms | tok/sec: 758,111 | bf16_mfu: 16.83% | eta: 7.5m
step 02408 (79.00%) | loss: 3.214345 | dt: 696.09ms | tok/sec: 753,189 | bf16_mfu: 16.72% | eta: 7.4m
step 02409 (79.04%) | loss: 3.209806 | dt: 694.78ms | tok/sec: 754,609 | bf16_mfu: 16.75% | eta: 7.4m
step 02410 (79.07%) | loss: 3.223911 | dt: 696.83ms | tok/sec: 752,392 | bf16_mfu: 16.70% | eta: 7.4m
step 02411 (79.10%) | loss: 3.219896 | dt: 698.03ms | tok/sec: 751,098 | bf16_mfu: 16.67% | eta: 7.4m
step 02412 (79.13%) | loss: 3.223331 | dt: 697.04ms | tok/sec: 752,160 | bf16_mfu: 16.70% | eta: 7.4m
step 02413 (79.17%) | loss: 3.215904 | dt: 696.23ms | tok/sec: 753,040 | bf16_mfu: 16.72% | eta: 7.4m
step 02414 (79.20%) | loss: 3.218768 | dt: 695.46ms | tok/sec: 753,868 | bf16_mfu: 16.73% | eta: 7.4m
step 02415 (79.23%) | loss: 3.217032 | dt: 695.61ms | tok/sec: 753,705 | bf16_mfu: 16.73% | eta: 7.4m
step 02416 (79.27%) | loss: 3.223778 | dt: 694.60ms | tok/sec: 754,810 | bf16_mfu: 16.75% | eta: 7.4m
step 02417 (79.30%) | loss: 3.233077 | dt: 696.23ms | tok/sec: 753,038 | bf16_mfu: 16.72% | eta: 7.3m
step 02418 (79.33%) | loss: 3.230633 | dt: 698.07ms | tok/sec: 751,051 | bf16_mfu: 16.67% | eta: 7.3m
step 02419 (79.36%) | loss: 3.212113 | dt: 697.94ms | tok/sec: 751,194 | bf16_mfu: 16.67% | eta: 7.3m
step 02420 (79.40%) | loss: 3.204327 | dt: 695.18ms | tok/sec: 754,181 | bf16_mfu: 16.74% | eta: 7.3m
step 02421 (79.43%) | loss: 3.190346 | dt: 696.15ms | tok/sec: 753,120 | bf16_mfu: 16.72% | eta: 7.3m
step 02422 (79.46%) | loss: 3.193989 | dt: 695.97ms | tok/sec: 753,319 | bf16_mfu: 16.72% | eta: 7.3m
step 02423 (79.49%) | loss: 3.187835 | dt: 694.07ms | tok/sec: 755,379 | bf16_mfu: 16.77% | eta: 7.3m
step 02424 (79.53%) | loss: 3.186824 | dt: 697.04ms | tok/sec: 752,165 | bf16_mfu: 16.70% | eta: 7.3m
step 02425 (79.56%) | loss: 3.178533 | dt: 695.73ms | tok/sec: 753,578 | bf16_mfu: 16.73% | eta: 7.3m
step 02426 (79.59%) | loss: 3.178917 | dt: 697.82ms | tok/sec: 751,325 | bf16_mfu: 16.68% | eta: 7.2m
step 02427 (79.63%) | loss: 3.187334 | dt: 696.75ms | tok/sec: 752,473 | bf16_mfu: 16.70% | eta: 7.2m
step 02428 (79.66%) | loss: 3.184349 | dt: 696.20ms | tok/sec: 753,066 | bf16_mfu: 16.72% | eta: 7.2m
step 02429 (79.69%) | loss: 3.187494 | dt: 693.67ms | tok/sec: 755,822 | bf16_mfu: 16.78% | eta: 7.2m
step 02430 (79.72%) | loss: 3.173090 | dt: 698.31ms | tok/sec: 750,795 | bf16_mfu: 16.67% | eta: 7.2m
step 02431 (79.76%) | loss: 3.168523 | dt: 695.80ms | tok/sec: 753,503 | bf16_mfu: 16.73% | eta: 7.2m
step 02432 (79.79%) | loss: 3.149177 | dt: 700.57ms | tok/sec: 748,377 | bf16_mfu: 16.61% | eta: 7.2m
step 02433 (79.82%) | loss: 3.146570 | dt: 698.71ms | tok/sec: 750,362 | bf16_mfu: 16.66% | eta: 7.2m
step 02434 (79.86%) | loss: 3.150048 | dt: 693.98ms | tok/sec: 755,483 | bf16_mfu: 16.77% | eta: 7.1m
step 02435 (79.89%) | loss: 3.149726 | dt: 698.20ms | tok/sec: 750,909 | bf16_mfu: 16.67% | eta: 7.1m
step 02436 (79.92%) | loss: 3.144684 | dt: 697.89ms | tok/sec: 751,243 | bf16_mfu: 16.68% | eta: 7.1m
step 02437 (79.95%) | loss: 3.126077 | dt: 696.96ms | tok/sec: 752,249 | bf16_mfu: 16.70% | eta: 7.1m
step 02438 (79.99%) | loss: 3.126977 | dt: 693.78ms | tok/sec: 755,697 | bf16_mfu: 16.77% | eta: 7.1m
step 02439 (80.02%) | loss: 3.147045 | dt: 698.50ms | tok/sec: 750,592 | bf16_mfu: 16.66% | eta: 7.1m
step 02440 (80.05%) | loss: 3.140394 | dt: 692.97ms | tok/sec: 756,580 | bf16_mfu: 16.79% | eta: 7.1m
step 02441 (80.09%) | loss: 3.134531 | dt: 698.72ms | tok/sec: 750,355 | bf16_mfu: 16.66% | eta: 7.1m
step 02442 (80.12%) | loss: 3.137485 | dt: 695.46ms | tok/sec: 753,872 | bf16_mfu: 16.73% | eta: 7.1m
step 02443 (80.15%) | loss: 3.122828 | dt: 693.56ms | tok/sec: 755,935 | bf16_mfu: 16.78% | eta: 7.0m
step 02444 (80.18%) | loss: 3.135366 | dt: 693.64ms | tok/sec: 755,852 | bf16_mfu: 16.78% | eta: 7.0m
step 02445 (80.22%) | loss: 3.145719 | dt: 695.11ms | tok/sec: 754,247 | bf16_mfu: 16.74% | eta: 7.0m
step 02446 (80.25%) | loss: 3.154444 | dt: 696.23ms | tok/sec: 753,039 | bf16_mfu: 16.72% | eta: 7.0m
step 02447 (80.28%) | loss: 3.133155 | dt: 693.82ms | tok/sec: 755,652 | bf16_mfu: 16.77% | eta: 7.0m
step 02448 (80.31%) | loss: 3.131691 | dt: 694.46ms | tok/sec: 754,959 | bf16_mfu: 16.76% | eta: 7.0m
step 02449 (80.35%) | loss: 3.136949 | dt: 696.14ms | tok/sec: 753,133 | bf16_mfu: 16.72% | eta: 7.0m
step 02450 (80.38%) | loss: 3.135374 | dt: 694.03ms | tok/sec: 755,425 | bf16_mfu: 16.77% | eta: 7.0m
step 02451 (80.41%) | loss: 3.126236 | dt: 697.36ms | tok/sec: 751,820 | bf16_mfu: 16.69% | eta: 6.9m
step 02452 (80.45%) | loss: 3.128244 | dt: 695.92ms | tok/sec: 753,375 | bf16_mfu: 16.72% | eta: 6.9m
step 02453 (80.48%) | loss: 3.126134 | dt: 695.08ms | tok/sec: 754,282 | bf16_mfu: 16.74% | eta: 6.9m
step 02454 (80.51%) | loss: 3.129360 | dt: 698.07ms | tok/sec: 751,051 | bf16_mfu: 16.67% | eta: 6.9m
step 02455 (80.54%) | loss: 3.108102 | dt: 697.31ms | tok/sec: 751,868 | bf16_mfu: 16.69% | eta: 6.9m
step 02456 (80.58%) | loss: 3.095105 | dt: 695.42ms | tok/sec: 753,919 | bf16_mfu: 16.74% | eta: 6.9m
step 02457 (80.61%) | loss: 3.092373 | dt: 695.23ms | tok/sec: 754,126 | bf16_mfu: 16.74% | eta: 6.9m
step 02458 (80.64%) | loss: 3.097711 | dt: 694.43ms | tok/sec: 754,991 | bf16_mfu: 16.76% | eta: 6.9m
step 02459 (80.68%) | loss: 3.099135 | dt: 696.52ms | tok/sec: 752,724 | bf16_mfu: 16.71% | eta: 6.9m
step 02460 (80.71%) | loss: 3.109420 | dt: 694.18ms | tok/sec: 755,259 | bf16_mfu: 16.76% | eta: 6.8m
step 02461 (80.74%) | loss: 3.106007 | dt: 701.36ms | tok/sec: 747,532 | bf16_mfu: 16.59% | eta: 6.8m
step 02462 (80.77%) | loss: 3.110705 | dt: 697.27ms | tok/sec: 751,912 | bf16_mfu: 16.69% | eta: 6.8m
step 02463 (80.81%) | loss: 3.103212 | dt: 695.08ms | tok/sec: 754,279 | bf16_mfu: 16.74% | eta: 6.8m
step 02464 (80.84%) | loss: 3.097552 | dt: 697.61ms | tok/sec: 751,549 | bf16_mfu: 16.68% | eta: 6.8m
step 02465 (80.87%) | loss: 3.093268 | dt: 694.28ms | tok/sec: 755,150 | bf16_mfu: 16.76% | eta: 6.8m
step 02466 (80.91%) | loss: 3.099861 | dt: 694.85ms | tok/sec: 754,529 | bf16_mfu: 16.75% | eta: 6.8m
step 02467 (80.94%) | loss: 3.106686 | dt: 694.42ms | tok/sec: 755,006 | bf16_mfu: 16.76% | eta: 6.8m
step 02468 (80.97%) | loss: 3.103740 | dt: 695.91ms | tok/sec: 753,380 | bf16_mfu: 16.72% | eta: 6.7m
step 02469 (81.00%) | loss: 3.107071 | dt: 693.19ms | tok/sec: 756,339 | bf16_mfu: 16.79% | eta: 6.7m
step 02470 (81.04%) | loss: 3.119937 | dt: 693.24ms | tok/sec: 756,291 | bf16_mfu: 16.79% | eta: 6.7m
step 02471 (81.07%) | loss: 3.120060 | dt: 698.04ms | tok/sec: 751,084 | bf16_mfu: 16.67% | eta: 6.7m
step 02472 (81.10%) | loss: 3.115200 | dt: 698.37ms | tok/sec: 750,726 | bf16_mfu: 16.66% | eta: 6.7m
step 02473 (81.14%) | loss: 3.100074 | dt: 697.18ms | tok/sec: 752,017 | bf16_mfu: 16.69% | eta: 6.7m
step 02474 (81.17%) | loss: 3.097003 | dt: 696.76ms | tok/sec: 752,462 | bf16_mfu: 16.70% | eta: 6.7m
step 02475 (81.20%) | loss: 3.109017 | dt: 695.65ms | tok/sec: 753,669 | bf16_mfu: 16.73% | eta: 6.7m
step 02476 (81.23%) | loss: 3.118422 | dt: 696.90ms | tok/sec: 752,317 | bf16_mfu: 16.70% | eta: 6.7m
Starting epoch 14
step 02477 (81.27%) | loss: 3.091303 | dt: 693.90ms | tok/sec: 755,571 | bf16_mfu: 16.77% | eta: 6.6m
Step 02477 | Epoch 13 | Val BPB: 1.095885 | Val Loss: 3.372278
step 02478 (81.30%) | loss: 3.062120 | dt: 668.99ms | tok/sec: 783,700 | bf16_mfu: 17.40% | eta: 6.6m
step 02479 (81.33%) | loss: 3.041670 | dt: 693.22ms | tok/sec: 756,310 | bf16_mfu: 16.79% | eta: 6.6m
step 02480 (81.36%) | loss: 3.027607 | dt: 696.22ms | tok/sec: 753,053 | bf16_mfu: 16.72% | eta: 6.6m
step 02481 (81.40%) | loss: 3.012112 | dt: 700.98ms | tok/sec: 747,939 | bf16_mfu: 16.60% | eta: 6.6m
step 02482 (81.43%) | loss: 2.995796 | dt: 689.91ms | tok/sec: 759,941 | bf16_mfu: 16.87% | eta: 6.6m
step 02483 (81.46%) | loss: 3.002352 | dt: 693.16ms | tok/sec: 756,371 | bf16_mfu: 16.79% | eta: 6.6m
step 02484 (81.50%) | loss: 2.986531 | dt: 695.22ms | tok/sec: 754,134 | bf16_mfu: 16.74% | eta: 6.6m
step 02485 (81.53%) | loss: 2.987030 | dt: 694.22ms | tok/sec: 755,222 | bf16_mfu: 16.76% | eta: 6.6m
step 02486 (81.56%) | loss: 2.989534 | dt: 692.88ms | tok/sec: 756,682 | bf16_mfu: 16.80% | eta: 6.5m
step 02487 (81.59%) | loss: 2.992558 | dt: 693.08ms | tok/sec: 756,458 | bf16_mfu: 16.79% | eta: 6.5m
step 02488 (81.63%) | loss: 3.006036 | dt: 694.41ms | tok/sec: 755,007 | bf16_mfu: 16.76% | eta: 6.5m
step 02489 (81.66%) | loss: 3.007362 | dt: 695.29ms | tok/sec: 754,058 | bf16_mfu: 16.74% | eta: 6.5m
step 02490 (81.69%) | loss: 3.028894 | dt: 695.47ms | tok/sec: 753,857 | bf16_mfu: 16.73% | eta: 6.5m
step 02491 (81.73%) | loss: 3.022211 | dt: 694.61ms | tok/sec: 754,794 | bf16_mfu: 16.75% | eta: 6.5m
step 02492 (81.76%) | loss: 3.031124 | dt: 695.82ms | tok/sec: 753,484 | bf16_mfu: 16.73% | eta: 6.5m
step 02493 (81.79%) | loss: 3.030658 | dt: 695.48ms | tok/sec: 753,847 | bf16_mfu: 16.73% | eta: 6.5m
step 02494 (81.82%) | loss: 3.057907 | dt: 696.25ms | tok/sec: 753,012 | bf16_mfu: 16.71% | eta: 6.4m
step 02495 (81.86%) | loss: 3.061902 | dt: 693.95ms | tok/sec: 755,508 | bf16_mfu: 16.77% | eta: 6.4m
step 02496 (81.89%) | loss: 3.055353 | dt: 695.88ms | tok/sec: 753,420 | bf16_mfu: 16.72% | eta: 6.4m
step 02497 (81.92%) | loss: 3.045679 | dt: 696.37ms | tok/sec: 752,889 | bf16_mfu: 16.71% | eta: 6.4m
step 02498 (81.96%) | loss: 3.050651 | dt: 698.16ms | tok/sec: 750,955 | bf16_mfu: 16.67% | eta: 6.4m
step 02499 (81.99%) | loss: 3.063426 | dt: 697.70ms | tok/sec: 751,449 | bf16_mfu: 16.68% | eta: 6.4m
step 02500 (82.02%) | loss: 3.066127 | dt: 693.09ms | tok/sec: 756,450 | bf16_mfu: 16.79% | eta: 6.4m
step 02501 (82.05%) | loss: 3.060841 | dt: 699.02ms | tok/sec: 750,030 | bf16_mfu: 16.65% | eta: 6.4m
step 02502 (82.09%) | loss: 3.044458 | dt: 698.17ms | tok/sec: 750,943 | bf16_mfu: 16.67% | eta: 6.4m
step 02503 (82.12%) | loss: 3.070834 | dt: 693.44ms | tok/sec: 756,070 | bf16_mfu: 16.78% | eta: 6.3m
step 02504 (82.15%) | loss: 3.076005 | dt: 692.35ms | tok/sec: 757,257 | bf16_mfu: 16.81% | eta: 6.3m
step 02505 (82.19%) | loss: 3.095155 | dt: 698.74ms | tok/sec: 750,338 | bf16_mfu: 16.66% | eta: 6.3m
step 02506 (82.22%) | loss: 3.079728 | dt: 694.87ms | tok/sec: 754,517 | bf16_mfu: 16.75% | eta: 6.3m
step 02507 (82.25%) | loss: 3.056663 | dt: 693.19ms | tok/sec: 756,340 | bf16_mfu: 16.79% | eta: 6.3m
step 02508 (82.28%) | loss: 3.060420 | dt: 693.04ms | tok/sec: 756,502 | bf16_mfu: 16.79% | eta: 6.3m
step 02509 (82.32%) | loss: 3.068621 | dt: 697.23ms | tok/sec: 751,962 | bf16_mfu: 16.69% | eta: 6.3m
step 02510 (82.35%) | loss: 3.088515 | dt: 696.97ms | tok/sec: 752,237 | bf16_mfu: 16.70% | eta: 6.3m
step 02511 (82.38%) | loss: 3.078508 | dt: 699.25ms | tok/sec: 749,790 | bf16_mfu: 16.64% | eta: 6.2m
step 02512 (82.41%) | loss: 3.101953 | dt: 696.95ms | tok/sec: 752,261 | bf16_mfu: 16.70% | eta: 6.2m
step 02513 (82.45%) | loss: 3.107059 | dt: 695.53ms | tok/sec: 753,796 | bf16_mfu: 16.73% | eta: 6.2m
step 02514 (82.48%) | loss: 3.130445 | dt: 694.63ms | tok/sec: 754,769 | bf16_mfu: 16.75% | eta: 6.2m
step 02515 (82.51%) | loss: 3.128033 | dt: 696.53ms | tok/sec: 752,712 | bf16_mfu: 16.71% | eta: 6.2m
step 02516 (82.55%) | loss: 3.120530 | dt: 695.23ms | tok/sec: 754,122 | bf16_mfu: 16.74% | eta: 6.2m
step 02517 (82.58%) | loss: 3.126241 | dt: 694.84ms | tok/sec: 754,548 | bf16_mfu: 16.75% | eta: 6.2m
step 02518 (82.61%) | loss: 3.134580 | dt: 693.83ms | tok/sec: 755,639 | bf16_mfu: 16.77% | eta: 6.2m
step 02519 (82.64%) | loss: 3.126217 | dt: 692.90ms | tok/sec: 756,652 | bf16_mfu: 16.80% | eta: 6.2m
step 02520 (82.68%) | loss: 3.132414 | dt: 698.76ms | tok/sec: 750,316 | bf16_mfu: 16.66% | eta: 6.1m
step 02521 (82.71%) | loss: 3.143620 | dt: 700.79ms | tok/sec: 748,142 | bf16_mfu: 16.61% | eta: 6.1m
step 02522 (82.74%) | loss: 3.154633 | dt: 695.44ms | tok/sec: 753,889 | bf16_mfu: 16.73% | eta: 6.1m
